;KBP1437D;KBP1438D;KBP1440D;KBP1456D;KBP1457D;KBP1481D;KBP1482D;KBP1484D
20001012;8500;0;;;;-3;0;
20001013;8500;228;;;;-24;0;
20001014;0;0;;;;-24;0;
20001016;8600;0;;;;-13;0;
20001017;8650;0;;;;-14;0;
20001018;8500;0;;;;-4;0;
20001019;8700;-142;;;;-5;0;
20001020;8600;0;;;;-11;0;
20001021;0;0;;;;-10;0;
20001023;8800;0;;;;-8;0;
20001024;8800;-260;;;;-10;0;
20001025;8700;0;;;;-15;0;
20001026;8800;0;;;;-17;0;
20001027;8300;453;;;;-30;0;
20001028;0;0;;;;-17;0;
20001030;8300;419;;;;-16;0;
20001031;8500;0;;;;-27;0;
20001101;8800;0;;;;0;1;
20001102;8500;345;;;;-2;0;
20001103;8500;0;;;;-2;0;
20001104;0;0;;;;-2;0;
20001106;8500;0;;;;-2;0;
20001107;8400;0;;;;-2;0;
20001108;8500;0;;;;-3;0;
20001109;8800;-270;;;;-4;0;
20001110;8500;-370;;;;-5;0;
20001111;0;0;;;;-5;0;
20001113;8500;0;;;;-3;0;
20001114;8500;0;;;;-3;0;
20001115;8500;0;;;;-27;0;
20001116;8500;0;;;;-13;0;
20001117;8400;0;;;;-15;0;
20001118;0;-1110;;;;-5;0;
20001120;8600;-39;;;;-8;0;
20001121;8900;0;;;;-6;0;
20001122;8900;0;;;;-9;0;
20001123;8700;-300;;;;-9;0;
20001124;8900;0;;;;-19;0;
20001125;0;0;;;;-21;0;
20001127;8900;660;;;;-19;0;
20001128;8900;250;;;;-13;0;
20001129;8800;0;;;;-18;0;
20001130;9200;287;;;;-18;0;
20001201;9200;0;;;;-19;0;
20001202;0;-380;;;;-19;0;
20001204;9300;580;;;;-18;0;
20001205;0;0;;;;0;0;
20001206;9600;0;;;;-24;0;
20001207;9800;0;;;;-26;0;
20001208;9500;-505;;;;-2;0;
20001209;0;0;;;;-2;0;
20001211;9400;-640;;;;-3;0;
20001212;9500;0;;;;-2;0;
20001213;9900;317;;;;-19;0;
20001214;9900;260;;;;-6;0;
20001215;10300;470;;;;-11;0;
20001216;0;0;;;;0;0;
20001218;11100;290;;;;-13;0;
20001219;12000;0;;;;-14;0;
20001220;12200;200;;;;-20;0;
20001221;12500;287;;;;0;0;
20001222;11200;-275;;;;-10;0;
20001223;0;0;;;;-10;0;
20001225;0;0;;;;0;0;
20001226;0;0;;;;0;0;
20001227;11000;142;;;;-10;0;
20001228;11000;360;;;;-4;0;
20001229;10400;-966;;;;-150;0;
20001230;0;0;;;;-149;0;
20010101;0;0;;;;0;0;
20010102;9500;574;;;;-7;0;
20010103;9800;0;;;;-8;0;
20010104;9900;-340;;;;-8;0;
20010105;9800;0;;;;-8;0;
20010106;0;0;;;;-8;0;
20010108;10000;0;;;;-8;0;
20010109;10200;-250;;;;-9;0;
20010110;10100;-557;;;;-10;0;
20010111;10000;0;;;;-11;0;
20010112;9900;0;;;;-12;0;
20010113;0;0;;;;-12;0;
20010115;9900;0;;;;-18;0;
20010116;10100;0;;;;-18;0;
20010117;10300;0;;;;0;17;
20010118;10000;275;;;;-20;0;
20010119;10000;-169;;;;-26;0;
20010120;0;-33;;;;-27;0;
20010122;9800;-290;;;;-8;0;
20010123;10000;200;;;;-5;0;
20010124;9600;-242;;;;-7;0;
20010125;9850;0;;;;-6;0;
20010126;10100;0;;;;-16;0;
20010127;0;0;;;;-9;0;
20010129;10200;710;;;;-2;0;
20010130;10000;0;;;;-4;0;
20010131;9500;0;;;;-8;0;
20010201;9700;0;;;;-2;0;
20010202;9500;0;;;;-2;0;
20010203;0;0;;;;-2;0;
20010205;9700;0;;;;-1;0;
20010206;9900;0;;;;-3;0;
20010207;9500;-250;;;;-7;0;
20010208;8700;-420;;;;-2;0;
20010209;8700;0;;;;-2;0;
20010210;0;0;;;;-5;0;
20010212;8700;-200;;;;-2;0;
20010213;8700;0;;;;-4;0;
20010214;8700;0;;;;-6;0;
20010215;8600;0;;;;-10;0;
20010216;8600;-298;;;;-3;0;
20010217;0;0;;;;-3;0;
20010219;8700;0;;;;-1;0;
20010220;8700;-81;;;;0;0;
20010221;9000;102;;;;-3;0;
20010222;9000;0;;;;-11;0;
20010223;9000;-310;;;;-18;0;
20010224;0;15;;;;-5;0;
20010226;9300;196;;;;-12;0;
20010227;9400;0;;;;-7;0;
20010228;10000;-280;;;;-10;0;
20010301;10000;43;;;;-9;0;
20010302;10000;0;;;;-2;0;
20010303;0;0;;;;-2;0;
20010305;10000;480;;;;-3;0;
20010306;10000;0;;;;-2;0;
20010307;9800;-470;;;;-3;0;
20010308;9500;-320;;;;-3;0;
20010309;9000;780;;;;-4;0;
20010310;0;-964;;;;-3;0;
20010312;8900;0;;;;-1;0;
20010313;8600;-270;;;;-1;0;
20010314;8700;-310;;;;-3;0;
20010315;8500;0;;;;-10;0;
20010316;8500;0;;;;-3;0;
20010317;0;0;;;;0;0;
20010319;8400;0;;;;-2;0;
20010320;8800;141;;;;-3;0;
20010321;0;0;;;;0;0;
20010322;9500;207;;;;-76;0;
20010323;9500;0;;;;-17;0;
20010324;0;0;;;;-3;0;
20010326;9041;0;;;;-9;0;
20010327;9041;280;;;;-8;0;
20010328;10100;0;;;;-3;0;
20010329;10300;0;;;;-8;0;
20010330;9900;0;;;;-9;0;
20010331;0;0;;;;-10;0;
20010402;10100;0;;;;-4;0;
20010403;10300;0;;;;-3;0;
20010404;10300;-400;;;;-3;0;
20010405;9900;-240;;;;-3;0;
20010406;9500;-340;;;;-5;0;
20010407;0;0;;;;-3;0;
20010409;9700;-340;;;;-3;0;
20010410;9500;0;;;;-3;0;
20010411;9000;0;;;;-3;0;
20010412;10200;0;;;;-2;0;
20010413;0;0;;;;0;0;
20010414;0;-240;;;;-3;0;
20010416;0;0;;;;0;0;
20010417;9800;0;;;;-2;0;
20010418;9600;0;;;;-2;0;
20010419;9600;-340;;;;-3;0;
20010420;9300;-327;;;;-14;0;
20010421;0;0;;;;-15;0;
20010423;9200;-372;;;;-3;0;
20010424;9400;233;;;;-6;0;
20010425;9900;0;;;;-1;0;
20010426;10400;40;;;;-22;0;
20010427;0;0;;;;0;0;
20010428;0;0;;;;-21;0;
20010430;10865;0;;;;-6;0;
20010501;0;0;;;;0;0;
20010502;10400;640;;;;-5;0;
20010503;10300;310;;;;-2;0;
20010504;10900;-208;;;;-2;0;
20010505;0;-77;;;;-3;0;
20010507;10000;-255;;;;-3;0;
20010508;10000;0;;;;-3;0;
20010509;9800;0;;;;-2;0;
20010510;9900;0;;;;-3;0;
20010511;9600;-236;;;;-5;0;
20010512;9600;0;;;;-5;0;
20010514;9200;0;;;;-1;0;
20010515;9100;0;;;;-1;0;
20010516;9000;0;;;;-2;0;
20010517;8900;0;;;;-3;0;
20010518;8800;0;;;;-10;0;
20010519;8800;0;;;;-10;0;
20010521;9400;351;;;;0;0;
20010522;9400;0;;;;-2;0;
20010523;9500;-245;;;;-3;0;
20010524;9500;0;;;;-10;0;
20010525;9600;0;;;;-8;0;
20010526;9600;0;;;;-9;0;
20010528;10000;262;;;;-2;0;
20010529;10400;142;;;;-4;0;
20010530;10300;-250;;;;-5;0;
20010531;9400;-245;;;;-3;0;
20010601;9800;0;;;;-15;0;
20010602;9800;0;;;;-3;0;
20010604;9600;506;;;;-2;0;
20010605;9800;215;;;;-2;0;
20010606;10200;-225;;;;-3;0;
20010607;9500;0;;;;0;43;
20010608;8800;0;;;;-6;0;
20010609;8800;0;;;;-3;0;
20010611;8720;0;;;;0;0;
20010612;8500;0;;;;-4;0;
20010613;9000;-260;;;;-2;0;
20010614;8800;-260;;;;-3;0;
20010615;8500;575;;;;-1;0;
20010616;8500;0;;;;0;0;
20010618;8600;0;;;;-2;0;
20010619;9000;0;;;;0;8;
20010620;9300;-277;;;;-10;0;
20010621;9200;-419;;;;-5;0;
20010622;9100;0;;;;-3;0;
20010623;9100;0;;;;-6;0;
20010625;9000;171;;;;-27;0;
20010626;9000;-205;;;;-6;0;
20010627;9400;0;;;;-5;0;
20010628;9600;0;;;;-10;0;
20010629;9700;0;;;;-191;0;
20010630;9700;-310;;;;-7;0;
20010702;9800;0;;;;-1;0;
20010703;9700;-600;;;;-4;0;
20010704;9400;0;;;;-4;0;
20010705;9200;205;;;;-4;0;
20010706;8900;0;;;;-5;0;
20010707;8900;0;;;;-5;0;
20010709;8500;0;;;;-2;0;
20010710;8200;0;;;;-240;0;
20010711;7900;-320;;;;-5;0;
20010712;7700;0;;;;-5;0;
20010713;7800;0;;;;-10;0;
20010714;7800;0;;;;-4;0;
20010716;7800;0;;;;-2;0;
20010717;8300;0;;;;-7;0;
20010718;8400;-230;;;;-4;0;
20010719;8000;141;;;;0;0;
20010720;8400;0;;;;-18;0;
20010721;8400;0;;;;-19;0;
20010723;8500;0;;;;-2;0;
20010724;8600;0;;;;0;17;
20010725;9100;-260;;;;-9;0;
20010726;9400;0;;;;-14;0;
20010727;9700;0;;;;-7;0;
20010728;9700;0;;;;-7;0;
20010730;10200;0;;;;-7;0;
20010731;10700;0;;;;-13;0;
20010801;11100;-620;;;;-4;0;
20010802;10700;575;;;;-14;0;
20010803;10850;-280;;;;-5;0;
20010804;10850;0;;;;-7;0;
20010806;10900;0;;;;-3;0;
20010807;10700;0;;;;0;27;
20010808;10900;-492;;;;-5;0;
20010809;0;0;;;;0;0;
20010810;10000;0;;;;-5;0;
20010811;10000;0;;;;-6;0;
20010813;9600;0;;;;-5;0;
20010814;9500;0;;;;-3;0;
20010815;9000;-210;;;;-4;0;
20010816;8600;0;;;;-5;0;
20010817;8400;0;;;;0;70;
20010818;8400;0;;;;0;4;
20010820;8700;0;;;;-5;0;
20010821;8800;-59;;;;-5;0;
20010822;8600;0;;;;-9;0;
20010823;8800;0;;;;-12;0;
20010824;9200;0;;;;-10;0;
20010825;9200;-275;;;;-13;0;
20010827;9600;0;;;;-16;0;
20010828;9800;0;;;;-9;0;
20010829;10000;0;;;;-8;0;
20010830;9900;0;;;;-12;0;
20010831;10300;0;;;;-10;0;
20010901;10300;0;;;;-44;0;
20010903;10500;0;;;;-3;0;
20010904;10600;0;;;;-4;0;
20010905;10300;-358;;;;-4;0;
20010906;10300;-659;;;;-6;0;
20010907;10300;-243;;;;-3;0;
20010908;10300;70;;;;-5;0;
20010910;10300;-330;;;;-3;0;
20010911;10300;-130;;;;-4;0;
20010912;9700;-170;;;;-5;0;
20010913;9700;408;;;;-6;0;
20010914;9700;-575;;;;-11;0;
20010915;9700;-73;;;;-5;0;
20010917;9700;127;;;;0;17;
20010918;9700;-167;;;;-5;0;
20010919;10000;-340;;;;-4;0;
20010920;10000;18;;;;-17;0;
20010921;10000;423;;;;-12;0;
20010922;10000;-475;;;;-18;0;
20010924;0;0;;;;0;0;
20010925;10000;4;;;;-7;0;
20010926;10400;71;;;;-9;0;
20010927;10400;256;;;;-8;0;
20010928;10400;0;;;;-7;0;
20010929;10400;233;;;;-8;0;
20011001;10400;73;;;;0;1;
20011002;10400;292;;;;-3;0;
20011003;10400;0;;;;-4;0;
20011004;10400;274;;;;-6;0;
20011005;10400;-250;;;;-5;0;
20011006;10400;50;;;;-29;0;
20011008;10400;-220;;;;-4;0;
20011009;10400;0;;;;-4;0;
20011010;10000;-121;;;;-3;0;
20011011;10000;0;;;;-9;0;
20011012;10000;-220;;;;-4;0;
20011013;10000;0;;;;-4;0;
20011015;10000;412;;;;0;3;
20011016;10000;-210;;;;0;37;
20011017;10800;0;;;;-3;0;
20011018;10800;142;;;;-7;0;
20011019;10800;0;;;;-7;0;
20011020;10800;0;;;;-4;0;
20011022;10800;0;;;;-6;0;
20011023;10800;0;;;;-5;0;
20011024;11200;0;;;;-14;0;
20011025;11200;-180;;;;-11;0;
20011026;11200;-175;;;;-6;0;
20011027;11200;0;;;;-8;0;
20011029;11200;315;;;;-5;0;
20011030;11200;0;;;;0;0;
20011031;11200;-320;;;;-5;0;
20011101;11200;320;;;;-6;0;
20011102;11200;0;;;;-5;0;
20011103;11200;0;;;;-5;0;
20011105;11200;255;;;;-4;0;
20011106;11200;-120;;;;-3;0;
20011107;11600;-490;;;;-2;0;
20011108;11600;0;;;;-6;0;
20011109;11600;0;;;;-4;0;
20011110;11600;0;;;;-4;0;
20011112;11600;28;;;;-3;0;
20011113;11600;-420;;;;-3;0;
20011114;11800;0;;;;-4;0;
20011115;11800;0;;;;-10;0;
20011116;11800;0;;;;-3;0;
20011117;11800;0;;;;-8;0;
20011119;11800;385;;;;-3;0;
20011120;12000;-248;;;;-4;0;
20011121;12000;267;;;;0;5;
20011122;12000;550;;;;-11;0;
20011123;12000;-340;;;;-10;0;
20011124;12000;0;;;;-12;0;
20011126;12000;316;;;;-5;0;
20011127;12000;-330;;;;-5;0;
20011128;12200;200;;;;-7;0;
20011129;12200;238;;;;-16;0;
20011130;12200;0;;;;-4;0;
20011201;12200;0;;;;-3;0;
20011203;12200;0;;;;-1;0;
20011204;12200;0;;;;-2;0;
20011205;11900;-340;;;;-7;0;
20011206;11900;120;;;;-22;0;
20011207;11900;-276;;;;-3;0;
20011208;11900;0;;;;-4;0;
20011210;11900;0;;;;-5;0;
20011211;11900;356;;;;-3;0;
20011212;12600;0;;;;-4;0;
20011213;12600;0;;;;-17;0;
20011214;12600;-111;;;;-13;0;
20011215;12600;-145;;;;-16;0;
20011217;0;0;;;;0;0;
20011218;12600;128;;;;-16;0;
20011219;12600;0;;;;-7;0;
20011220;12600;-432;;;;-11;0;
20011221;12600;-125;;;;-6;0;
20011222;12600;-297;;;;-8;0;
20011224;12600;-746;;;;-42;0;
20011225;0;0;;;;0;0;
20011226;0;0;;;;0;0;
20011227;12800;0;;;;-3;0;
20011228;12800;146;;;;-3;0;
20011229;12800;0;;;;-6;0;
20011231;12800;-850;;;;-2;0;
20020101;0;0;;;;0;0;
20020102;12800;-857;;;;-3;0;
20020103;12800;-180;;;;-9;0;
20020104;12800;-135;;;;-2;0;
20020105;12800;0;;;;-5;0;
20020107;12800;-94;;;;-5;0;
20020108;12800;-435;;;;-1;0;
20020109;12800;-520;;;;-6;0;
20020110;12800;-284;;;;-3;0;
20020111;12800;0;;;;-2;0;
20020112;12800;0;;;;-3;0;
20020114;12800;-270;;;;-6;0;
20020115;12800;0;;;;-8;0;
20020116;11800;700;;;;-2;0;
20020117;11800;650;;;;-13;0;
20020118;11800;0;;;;-3;0;
20020119;11800;0;;;;-3;0;
20020121;11800;-966;;;;-3;0;
20020122;11800;-980;;;;-1;0;
20020123;11425;0;;;;-3;0;
20020124;11425;107;;;;0;19;
20020125;11425;-50;;;;-5;0;
20020126;11425;0;;;;0;0;
20020128;11425;490;;;;-5;0;
20020129;11425;579;;;;-3;0;
20020130;11595;0;;;;-6;0;
20020131;11595;-120;;;;-3;0;
20020201;11595;439;;;;-2;0;
20020202;11595;0;;;;-2;0;
20020204;11595;0;;;;0;0;
20020205;11595;-395;;;;-2;0;
20020206;11495;-225;;;;-2;0;
20020207;11495;0;;;;-1;0;
20020208;11495;0;;;;-4;0;
20020209;11495;0;;;;-5;0;
20020211;11495;-795;;;;-1;0;
20020212;11495;328;;;;-2;0;
20020213;11775;0;;;;-2;0;
20020214;11775;-120;;;;-5;0;
20020215;11775;0;;;;-28;0;
20020216;11775;0;;;;-6;0;
20020218;11775;100;;;;-1;0;
20020219;11775;-463;;;;-1;0;
20020220;12000;-320;;;;0;0;
20020221;12000;0;;;;0;0;
20020222;12000;-680;;;;-17;0;
20020223;12000;0;;;;-2;0;
20020225;12000;581;;;;0;0;
20020226;12000;-755;;;;-1;0;
20020227;11500;643;;;;-1;0;
20020228;11500;140;;;;-4;0;
20020301;11500;-130;;;;0;4;
20020302;11500;0;;;;0;0;
20020304;11500;0;;;;0;2;
20020305;11500;-505;;;;-1;0;
20020306;11700;-495;;;;-2;0;
20020307;11700;153;;;;-2;0;
20020308;11700;-290;;;;-2;0;
20020309;11700;0;;;;-3;0;
20020311;11700;-780;;;;-1;0;
20020312;11700;0;;;;-3;0;
20020313;11000;-281;;;;-3;0;
20020314;11000;-570;;;;0;4;
20020315;11000;-145;;;;-2;0;
20020316;11000;0;;;;-2;0;
20020318;11000;3103;;;;0;0;
20020319;11000;-165;;;;0;0;
20020320;11300;-453;;;;-6;0;
20020321;0;0;;;;0;0;
20020322;11300;151;;;;-10;0;
20020323;11300;27;;;;-1;0;
20020325;11300;0;;;;-1;0;
20020326;11300;610;;;;-1;0;
20020327;11100;-300;;;;-8;0;
20020328;11100;610;;;;-5;0;
20020329;0;0;;;;0;0;
20020330;11100;0;;;;-5;0;
20020401;0;0;;;;0;0;
20020402;11100;359;;;;0;2;
20020403;11600;0;;;;-2;0;
20020404;11600;-255;;;;-1;0;
20020405;11600;-1170;;;;-2;0;
20020406;11600;0;;;;-1;0;
20020408;11600;-800;;;;-1;0;
20020409;11600;0;;;;-1;0;
20020410;11400;-820;;;;-4;0;
20020411;11400;0;;;;-1;0;
20020412;11400;114;;;;-1;0;
20020413;11400;0;;;;-2;0;
20020415;11400;-410;;;;-1;0;
20020416;11400;-335;;;;-2;0;
20020417;12000;-348;;;;-1;0;
20020418;12000;100;;;;-1;0;
20020419;12000;-350;;;;-2;0;
20020420;12000;-11;;;;-3;0;
20020422;12000;-245;;;;-1;0;
20020423;12000;-1355;;;;-1;0;
20020424;12050;0;;;;0;0;
20020425;12050;0;;;;-2;0;
20020426;12050;187;;;;-1;0;
20020427;12050;0;;;;0;0;
20020429;12050;0;;;;0;0;
20020430;12050;-265;;;;-21;0;
20020501;0;0;;;;0;0;
20020502;12500;0;;;;0;1;
20020503;12500;-610;;;;-2;0;
20020504;12500;0;;;;-1;0;
20020506;12500;-310;;;;-3;0;
20020507;12500;-388;;;;-2;0;
20020508;12800;-175;;;;-2;0;
20020509;12800;0;;;;-1;0;
20020510;12800;0;;;;-3;0;
20020511;12800;0;;;;-3;0;
20020513;12800;1421;;;;-2;0;
20020514;12800;140;;;;-1;0;
20020515;12800;-720;;;;-8;0;
20020516;12800;530;;;;-2;0;
20020517;12800;200;;;;-5;0;
20020518;12800;0;;;;-4;0;
20020520;12800;355;;;;-2;0;
20020521;12800;-615;;;;-2;0;
20020522;12500;-230;;;;-6;0;
20020523;12500;0;;;;-9;0;
20020524;12500;-430;;;;-8;0;
20020525;12500;0;;;;-1;0;
20020527;12500;0;;;;-1;0;
20020528;12500;0;;;;-3;0;
20020529;12500;-135;;;;-2;0;
20020530;12500;-242;;;;-2;0;
20020531;12500;-528;;;;-7;0;
20020601;12500;0;;;;-9;0;
20020603;12500;113;;;;-4;0;
20020604;12500;-182;;;;0;2;
20020605;12500;477;;;;-2;0;
20020606;12500;138;;;;-1;0;
20020607;12500;157;;;;-3;0;
20020608;12500;0;;;;-4;0;
20020610;12500;-200;;;;-3;0;
20020611;12500;-400;;;;-4;0;
20020612;12000;-274;;;;-1;0;
20020613;12000;672;;;;-2;0;
20020614;12000;0;;;;-30;0;
20020615;12000;0;;;;-1;0;
20020617;0;0;;;;0;0;
20020618;12000;-410;;;;-3;0;
20020619;12000;-164;;;;-1;0;
20020620;12000;-486;;;;-1;0;
20020621;12000;-345;;;;-11;0;
20020622;12000;0;;;;-7;0;
20020624;12000;-162;;;;-2;0;
20020625;12000;0;;;;-2;0;
20020626;12100;-190;;;;-2;0;
20020627;12100;0;;;;-6;0;
20020628;12100;1406;;;;-22;0;
20020629;12100;0;;;;-24;0;
20020701;12100;-362;;;;-7;0;
20020702;12100;0;;;;-1;0;
20020703;12100;-370;;;;-1;0;
20020704;12100;0;;;;-2;0;
20020705;12100;0;;;;-3;0;
20020706;12100;0;;;;-2;0;
20020708;12100;-373;;;;-3;0;
20020709;12100;-453;;;;-3;0;
20020710;12200;-215;;;;-3;0;
20020711;12200;0;;;;0;0;
20020712;12200;177;;;;-4;0;
20020713;12200;0;;;;-3;0;
20020715;12200;-490;;;;-2;0;
20020716;12200;0;;;;-2;0;
20020717;12300;-366;;;;-2;0;
20020718;12300;13;;;;-42;0;
20020719;12300;-469;;;;-42;0;
20020720;12300;0;;;;-34;0;
20020722;12300;634;;;;-39;0;
20020723;12300;0;;;;-61;0;
20020724;12300;0;;;;-52;0;
20020725;12300;0;;;;-83;0;
20020726;12300;268;;;;-73;0;
20020727;12300;0;;;;-36;0;
20020729;12300;0;;;;-25;0;
20020730;12300;-130;;;;-16;0;
20020731;12100;-250;;;;-21;0;
20020801;12100;0;;;;-28;0;
20020802;12100;780;;;;-127;0;
20020803;12100;0;;;;-31;0;
20020805;12100;-286;;;;-35;0;
20020806;12100;-228;;;;-26;0;
20020807;12100;0;;;;-11;0;
20020808;12100;0;;;;-19;0;
20020809;0;0;;;;0;0;
20020810;12100;0;;;;-19;0;
20020812;12100;0;;;;-18;0;
20020813;12100;0;;;;-15;0;
20020814;11700;-324;;;;-12;0;
20020815;11700;-300;;;;-16;0;
20020816;11700;219;;;;-20;0;
20020817;11700;0;;;;-19;0;
20020819;11700;-554;;;;-18;0;
20020820;11700;-292;;;;-16;0;
20020821;11900;-124;;;;-16;0;
20020822;11900;190;;;;-11;0;
20020823;11900;150;;;;-26;0;
20020824;11900;0;;;;-27;0;
20020826;11900;120;;;;-20;0;
20020827;11900;120;;;;-13;0;
20020828;12000;0;;;;-3;0;
20020829;12000;232;;;;0;0;
20020830;12000;0;;;;-53;0;
20020831;12000;270;;;;-57;0;
20020902;12000;140;;;;-14;0;
20020903;12000;-254;;;;-25;0;
20020904;11800;0;;;;-19;0;
20020905;11800;165;;;;-29;0;
20020906;11800;0;;;;-27;0;
20020907;11800;0;;;;-29;0;
20020909;11800;0;;;;-21;0;
20020910;11800;-330;;;;-22;0;
20020911;11500;-260;;;;-18;0;
20020912;11500;280;;;;-9;0;
20020913;11500;505;;;;-34;0;
20020914;11500;-130;;;;-34;0;
20020916;11500;342;;;;-17;0;
20020917;11500;0;;;;-19;0;
20020918;11500;0;;;;-10;0;
20020919;11500;20;;;;-12;0;
20020920;11500;541;;;;-20;0;
20020921;11500;0;;;;-20;0;
20020923;11500;207;;;;-14;0;
20020924;11500;0;;;;0;0;
20020925;11500;0;;;;-4;0;
20020926;11500;-350;;;;-3;0;
20020927;11500;-235;;;;-19;0;
20020928;11500;0;;;;-20;0;
20020930;11500;0;;;;-20;0;
20021001;11500;-126;;;;-11;0;
20021002;11400;0;;;;-4;0;
20021003;11400;0;;;;-4;0;
20021004;11400;-200;;;;-6;0;
20021005;11400;0;;;;-15;0;
20021007;11400;0;;;;-4;0;
20021008;11400;-222;;;;-2;0;
20021009;11200;-140;;;;-2;0;
20021010;11200;0;;;;-4;0;
20021011;11200;0;;;;-5;0;
20021012;11200;0;;;;-5;0;
20021014;11200;-512;;;;-4;0;
20021015;11200;0;;;;-32;0;
20021016;11300;0;;;;-15;0;
20021017;11300;171;;;;-19;0;
20021018;11300;0;;;;-9;0;
20021019;11300;11;;;;-11;0;
20021021;11300;0;;;;-7;0;
20021022;11300;-87;;;;-6;0;
20021023;11400;0;;;;-7;0;
20021024;11400;0;;;;-2;0;
20021025;11400;0;;;;-3;0;
20021026;11400;0;;;;-3;0;
20021028;11400;-120;;;;-6;0;
20021029;11400;0;;;;0;2;
20021030;11300;-230;;;;-1;0;
20021031;11300;0;;;;-3;0;
20021101;11300;335;;;;-3;0;
20021102;11300;0;;;;-3;0;
20021104;11300;0;;;;-3;0;
20021105;11300;0;;;;-3;0;
20021106;11400;-294;;;;-3;0;
20021107;11400;0;;;;-3;0;
20021108;11400;0;;;;-3;0;
20021109;11400;0;;;;-4;0;
20021111;11400;-107;;;;-2;0;
20021112;11400;-152;;;;-1;0;
20021113;11100;-268;;;;-1;0;
20021114;11100;174;;;;-2;0;
20021115;11100;0;;;;-2;0;
20021116;11100;0;;;;-2;0;
20021118;11100;125;;;;-1;0;
20021119;11100;135;;;;-3;0;
20021120;11100;39;;;;-4;0;
20021121;11100;935;;;;-15;0;
20021122;11100;-140;;;;-2;0;
20021123;11100;0;;;;-2;0;
20021125;11100;116;;;;-1;0;
20021126;11100;244;;;;-2;0;
20021127;11000;0;;;;-2;0;
20021128;11000;437;;;;-2;0;
20021129;11000;531;;;;-2;0;
20021130;11000;0;;;;-2;0;
20021202;11000;0;;;;-5;0;
20021203;11000;200;;;;-2;0;
20021204;11500;-183;;;;-2;0;
20021205;11500;713;;;;-1;0;
20021206;11500;52;;;;-3;0;
20021207;11500;0;;;;-2;0;
20021209;11500;0;;;;-2;0;
20021210;11500;54;;;;-2;0;
20021211;11500;-100;;;;-2;0;
20021212;11500;221;;;;-1;0;
20021213;11500;433;;;;0;0;
20021214;11500;0;;;;0;0;
20021216;0;0;;;;0;0;
20021217;11500;405;;;;-5;0;
20021218;12000;-341;;;;0;0;
20021219;12000;-277;;;;-2;0;
20021220;12000;-138;;;;-1;0;
20021221;12000;6;;;;-1;0;
20021223;12000;388;;;;-2;0;
20021224;12000;-323;;;;-2;0;
20021225;0;0;;;;0;0;
20021226;0;0;;;;0;0;
20021227;12000;-370;;;;-2;0;
20021228;12000;0;;;;-1;0;
20021230;12000;-890;;;;-1;0;
20021231;12000;-534;;;;0;0;
20030101;0;0;;;;0;0;
20030102;11000;-633;;;;-3;0;
20030103;11000;180;;;;-1;0;
20030104;11000;0;;;;0;0;
20030106;11000;-810;;;;-2;0;
20030107;11000;-715;;;;-1;0;
20030108;10500;-382;;;;0;0;
20030109;10500;0;;;;-2;0;
20030110;10500;0;;;;-2;0;
20030111;10500;0;;;;-2;0;
20030113;10500;0;;;;-1;0;
20030114;10500;-257;;;;-1;0;
20030115;11000;-463;;;;-9;0;
20030116;11000;52;;;;-1;0;
20030117;11000;150;;;;-1;0;
20030118;11000;0;;;;-1;0;
20030120;11000;0;;;;-3;0;
20030121;0;0;;;;0;0;
20030122;11500;0;;;;-1;0;
20030123;11500;-153;;;;-1;0;
20030124;11500;-140;;;;-2;0;
20030125;11500;0;;;;-3;0;
20030127;11500;-208;;;;-1;0;
20030128;11500;-220;;;;-1;0;
20030129;11300;0;;;;-2;0;
20030130;11300;0;;;;-1;0;
20030131;11300;0;;;;-9;0;
20030201;11300;0;;0;0;-1;0;
20030203;11300;0;;0;0;-3;0;
20030204;11300;-335;;0;0;-2;0;
20030205;11000;-105;;0;0;-1;0;
20030206;11000;172;;0;0;-2;0;
20030207;11000;-330;;0;0;-1;0;
20030208;11000;0;;0;0;-2;0;
20030210;11000;-242;;0;0;-2;0;
20030211;11000;-262;;0;0;-2;0;
20030212;11100;0;;0;0;-2;0;
20030213;11100;0;;0;0;-1;0;
20030214;11100;0;;0;0;-1;0;
20030215;11100;0;;0;0;-1;0;
20030217;11100;0;;0;0;-1;0;
20030218;11100;-230;;0;0;-1;0;
20030219;11200;-239;;0;0;-3;0;
20030220;11200;-281;;0;0;-1;0;
20030221;11200;-775;;0;0;-1;0;
20030222;11200;-113;;0;0;-2;0;
20030224;11200;-272;;0;0;-7;0;
20030225;11200;0;;0;0;-2;0;
20030226;11400;195;;0;0;-1;0;
20030227;11400;164;;0;0;-1;0;
20030228;11400;0;;35;141;-2;0;
20030301;11400;0;;104;5;-1;0;
20030303;11400;304;;105;119;-3;0;
20030304;11400;-300;;103;18;-2;0;
20030305;11500;0;;103;15;-2;0;
20030306;11500;190;;104;7;-2;0;
20030307;11500;-110;;103;11;-2;0;
20030308;11500;0;;105;0;-1;0;
20030310;11500;-157;;104;28;-2;0;
20030311;11500;116;;104;1;-1;0;
20030312;11200;0;;127;100;-2;0;
20030313;11200;0;;114;37;-2;0;
20030314;11200;-21;;117;69;-5;0;
20030315;11200;-202;;127;10;-5;0;
20030317;11200;129;;127;0;-2;0;
20030318;11200;0;;130;0;-3;0;
20030319;11200;0;;151;0;-1;0;
20030320;11200;167;;145;0;0;0;
20030321;11200;0;;0;0;0;0;
